Student_Name,College_Name,Stream,Year_of_Study,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Do_Professors_Allow_Use,Preferred_AI_Tool,Awareness_Level,Willing_to_Pay_for_Access,State,Device_Used,Internet_Access,Primary_AI_Tool,Num_AI_Tools_Used,Academic_Use_Flag,Usage_Bucket
Om,Lady Hardinge Medical College,Medical,4,Gemini,1.5,"Assignments, Coding Help",5,2,False,Copilot,3,False,Delhi Ncr,Laptop,Medium,Gemini,1,True,Medium (1-3h)
Anaya,"University Institute Of Technology, University Of Burdwan",Engineering,4,Gemini,3.3,"MCQ Practice, Projects",2,3,False,ChatGPT,9,False,West Bengal,Tablet,Medium,Gemini,1,False,High (3h+)
Siya,Dharmsinh Desai University,Pharmacy,3,ChatGPT,2.3,"Exam Prep, Notes",2,1,True,Copilot,9,True,Gujarat,Laptop,Medium,ChatGPT,1,False,Medium (1-3h)
Diya,"St. Edmund'S College, Shillong",Arts,3,Copilot,1.1,"Exam Prep, Notes",5,2,False,Copilot,6,False,Meghalaya,Tablet,Medium,Copilot,1,False,Medium (1-3h)
Myra,"Government College Of Arts Science And Commerce Sanquelim, North Goa",Arts,3,Copilot,1.6,Content Writing,2,-3,False,Gemini,9,False,Goa,Tablet,High,Copilot,1,False,Medium (1-3h)
Aadhya,Government Polytechnic,Engineering,4,Copilot,1.6,"Assignments, Coding Help",3,-3,False,Gemini,1,True,Goa,Laptop,Medium,Copilot,1,True,Medium (1-3h)
Riya,Goswami Ganesh Dutt Sanatan Dharama College,Science,2,Copilot,3.1,Content Writing,5,0,False,ChatGPT,9,False,Punjab,Laptop,Medium,Copilot,1,False,High (3h+)
Pari,Icfai Business School,Science,4,Copilot,2.7,"MCQ Practice, Projects",3,0,False,Other,5,False,Telangana,Tablet,Poor,Copilot,1,False,Medium (1-3h)
Anika,Pandit Deendayal Petroleum University [Pdpu] / (Energy,Arts,3,"Gemini, Midjourney",1.9,"MCQ Practice, Projects",5,-1,True,Gemini,3,True,Gujarat,Mobile,Poor,Gemini,2,False,Medium (1-3h)
Ira,Eastern Institute For Integrated Learning In Management,Management,2,"ChatGPT, Copilot",2.3,"Exam Prep, Notes",4,-3,False,Copilot,5,False,West Bengal,Mobile,Poor,ChatGPT,2,False,Medium (1-3h)
Meera,Patna University,Science,1,"ChatGPT, Gemini, Copilot",2.8,"Doubt Solving, Resume Writing",2,0,True,Other,7,True,Bihar,Tablet,High,ChatGPT,3,False,Medium (1-3h)
Saanvi,"Alagappa University, Karaikudi",Agriculture,4,"Gemini, Midjourney",2.5,Content Writing,4,-2,False,Copilot,9,True,Tamil Nadu,Mobile,Poor,Gemini,2,False,Medium (1-3h)
Navya,"Narayana Medical College And Hospital, Nellore",Medical,3,Copilot,0.6,"MCQ Practice, Projects",3,0,False,Other,5,False,Andhra Pradesh,Mobile,Poor,Copilot,1,False,Low (<1h)
Aarohi,"Ramakrishna Mission Vidyamandira, Howrah",Science,4,Copilot,2.4,"Exam Prep, Notes",4,3,True,Gemini,10,True,West Bengal,Laptop,High,Copilot,1,False,Medium (1-3h)
Prisha,Kasturba Medical College,Medical,1,"ChatGPT, Copilot",2.7,"Doubt Solving, Resume Writing",3,3,False,Other,3,True,Karnataka,Tablet,Medium,ChatGPT,2,False,Medium (1-3h)
Ishita,"Sr University, Warangal",Commerce,3,Gemini,0.7,"MCQ Practice, Projects",3,-3,True,Other,5,False,Telangana,Mobile,High,Gemini,1,False,Low (<1h)
Rakhi,Vinayaka Missions Sikkim University,Science,1,Copilot,4.2,"MCQ Practice, Projects",2,0,True,Gemini,6,False,Sikkim,Tablet,Poor,Copilot,1,False,High (3h+)
Ramya,"Vignan Institute Of Technology And Management, Berhampur",Engineering,1,Gemini,3.6,"Assignments, Coding Help",5,1,True,ChatGPT,10,True,Orissa,Laptop,High,Gemini,1,True,High (3h+)
Sneha,Acharya Nagarjuna University,Agriculture,3,"Gemini, Midjourney",3.2,"Assignments, Coding Help",3,1,True,Other,1,True,Andhra Pradesh,Tablet,High,Gemini,2,True,High (3h+)
Divya,Indian Institute Of Information Technology,Science,3,Copilot,0.7,Learning new topics,3,-1,False,Gemini,3,False,Manipur,Tablet,High,Copilot,1,True,Low (<1h)
Neha,Vellore Institute Of Technology,Commerce,2,Copilot,4.5,"Doubt Solving, Resume Writing",3,-1,True,Other,6,True,Tamil Nadu,Mobile,Medium,Copilot,1,False,High (3h+)
Pooja,"Maris Stella College, Vijayawada",Agriculture,2,"Gemini, Midjourney",3.5,"MCQ Practice, Projects",4,2,False,Other,10,False,Andhra Pradesh,Mobile,High,Gemini,2,False,High (3h+)
Kavya,Punjab College Of Technical Education,Hotel-Management,3,"Gemini, Midjourney",3.3,Content Writing,1,1,True,Copilot,10,True,Punjab,Mobile,Medium,Gemini,2,False,High (3h+)
Aishwarya,Dr Dy Patil College Of Agriculture Business,Agriculture,1,"ChatGPT, Gemini, Copilot",3.1,"MCQ Practice, Projects",5,-2,False,Copilot,7,True,Maharashtra,Laptop,Poor,ChatGPT,3,False,High (3h+)
Shreya,"Ramthakur College, West Tripura",Commerce,3,"Gemini, Midjourney",2.9,"Exam Prep, Notes",5,3,True,Gemini,2,False,Tripura,Mobile,Poor,Gemini,2,False,Medium (1-3h)
Nandini,The Neotia University,Agriculture,1,Gemini,1.8,"Assignments, Coding Help",4,3,False,ChatGPT,2,True,West Bengal,Tablet,High,Gemini,1,True,Medium (1-3h)
Aarav,"Little Flower College Guruvayoor, Thrissur",Law,1,"ChatGPT, Copilot",0.8,"Doubt Solving, Resume Writing",2,-2,True,Other,7,False,Kerala,Tablet,High,ChatGPT,2,False,Low (<1h)
Vivaan,"Late Baliram Kashyap Memorial Govt. Medical College,",Medical,4,Gemini,0.6,"MCQ Practice, Projects",2,-1,True,Gemini,7,True,Chhattisgarh,Laptop,Poor,Gemini,1,False,Low (<1h)
Aditya,Op Jindal University,Engineering,2,ChatGPT,3.1,Learning new topics,1,2,False,Gemini,2,False,Chhattisgarh,Laptop,Medium,ChatGPT,1,True,High (3h+)
Vihaan,Central India Institute Of Management Studies,Hotel-Management,3,"Gemini, Midjourney",3.8,"Assignments, Coding Help",5,3,False,Copilot,2,False,Madhya Pradesh,Tablet,Poor,Gemini,2,True,High (3h+)
Arjun,Krishna University,Hotel-Management,3,Copilot,2.1,"Doubt Solving, Resume Writing",4,3,True,Gemini,4,False,Andhra Pradesh,Laptop,Medium,Copilot,1,False,Medium (1-3h)
Sai,Nalanda Open University,Management,2,"ChatGPT, Copilot",4.2,Learning new topics,1,-3,True,ChatGPT,2,True,Bihar,Mobile,High,ChatGPT,2,True,High (3h+)
Reyansh,Rajiv Gandhi University,Engineering,3,ChatGPT,0.6,"MCQ Practice, Projects",2,3,False,Gemini,2,False,Arunachal Pradesh,Mobile,Poor,ChatGPT,1,False,Low (<1h)
Ayaan,"Dhenkanal Autonomous College, Dhenkanal",Commerce,2,"ChatGPT, Gemini, Copilot",1.4,"Exam Prep, Notes",2,0,False,ChatGPT,4,False,Orissa,Laptop,Poor,ChatGPT,3,False,Medium (1-3h)
Krishna,Rajiv Gandhi University,Commerce,4,Copilot,4.4,"Exam Prep, Notes",5,3,False,Copilot,7,False,Arunachal Pradesh,Mobile,High,Copilot,1,False,High (3h+)
Ishaan,"Singhania University, Jhunjhunu",Law,4,"ChatGPT, Copilot",4.4,"MCQ Practice, Projects",2,-1,False,ChatGPT,10,False,Rajasthan,Mobile,Medium,ChatGPT,2,False,High (3h+)
Rudra,"A.J. College Of Science And Technology Thonnakkal,",Hotel-Management,4,"ChatGPT, Copilot",2.1,"Assignments, Coding Help",5,-1,False,Other,10,True,Kerala,Tablet,High,ChatGPT,2,True,Medium (1-3h)
Dhruv,Alluri Sitarama Raju Academy Of Medical Sciences,Medical,2,Copilot,0.6,"MCQ Practice, Projects",1,2,True,Copilot,1,False,Andhra Pradesh,Tablet,High,Copilot,1,False,Low (<1h)
Kabir,"Ahmedabad Management Association, Ahmedabad",Management,2,Gemini,0.6,Learning new topics,4,1,False,Gemini,7,False,Gujarat,Mobile,Poor,Gemini,1,True,Low (<1h)
Atharv,"Presidency College, Bangalore",Commerce,1,ChatGPT,2.6,"MCQ Practice, Projects",1,2,True,ChatGPT,1,True,Karnataka,Tablet,High,ChatGPT,1,False,Medium (1-3h)
Om,"Institute Of Communication And Information Technology, Kohima",Engineering,3,"ChatGPT, Copilot",0.6,"Assignments, Coding Help",5,-3,False,Other,2,False,Nagaland,Tablet,High,ChatGPT,2,True,Low (<1h)
Anaya,Indian Institute Of Technology,Arts,2,"ChatGPT, Gemini, Copilot",3.0,Content Writing,2,3,True,Gemini,8,True,Rajasthan,Laptop,High,ChatGPT,3,False,Medium (1-3h)
Siya,Army Institute Of Technology,Engineering,1,"ChatGPT, Gemini, Copilot",1.3,"MCQ Practice, Projects",3,-1,True,Other,10,False,Maharashtra,Laptop,Poor,ChatGPT,3,False,Medium (1-3h)
Diya,"Durgapur Institute Of Legal Studies, Bardhaman",Law,4,"ChatGPT, Copilot",3.3,"MCQ Practice, Projects",3,1,False,Copilot,1,False,West Bengal,Mobile,Medium,ChatGPT,2,False,High (3h+)
Myra,Virudhunagar Hindu Nadar'S Senthikumara Nadar College,Commerce,3,"Gemini, Midjourney",1.3,Content Writing,5,3,False,Copilot,9,True,Tamil Nadu,Laptop,Poor,Gemini,2,False,Medium (1-3h)
Aadhya,Rajagiri Centre For Business Studies,Management,1,Gemini,0.9,"Doubt Solving, Resume Writing",4,2,False,Copilot,9,False,Kerala,Tablet,Medium,Gemini,1,False,Low (<1h)
Riya,Kasturba Gandhi Degree And Pg College For,Science,4,"ChatGPT, Copilot",2.7,"Doubt Solving, Resume Writing",3,-1,True,Other,6,True,Telangana,Tablet,Poor,ChatGPT,2,False,Medium (1-3h)
Pari,Kerala University,Agriculture,4,Copilot,3.5,"Assignments, Coding Help",4,-3,False,Copilot,1,False,Kerala,Mobile,High,Copilot,1,True,High (3h+)
Anika,"Institute Of Apparel Management, Gurgaon",Arts,3,"ChatGPT, Copilot",2.7,"Exam Prep, Notes",5,3,False,Copilot,4,False,Haryana,Mobile,Medium,ChatGPT,2,False,Medium (1-3h)
Ira,"Shri Hk Arts College, Ahmedabad",Arts,4,Gemini,2.0,"Doubt Solving, Resume Writing",1,-2,True,Gemini,6,False,Gujarat,Tablet,High,Gemini,1,False,Medium (1-3h)
Meera,Sunrise University,Pharmacy,1,ChatGPT,1.0,"Exam Prep, Notes",4,1,False,ChatGPT,8,True,Rajasthan,Tablet,Medium,ChatGPT,1,False,Low (<1h)
Saanvi,Indira Gandhi Institute Of Medical Sciences,Medical,1,ChatGPT,3.9,"Assignments, Coding Help",2,0,False,ChatGPT,5,False,Bihar,Mobile,High,ChatGPT,1,True,High (3h+)
Navya,"Kamadhenu College Of Arts & Science, Dharmapuri",Arts,4,ChatGPT,3.8,"Exam Prep, Notes",4,0,True,ChatGPT,9,True,Tamil Nadu,Laptop,Poor,ChatGPT,1,False,High (3h+)
Aarohi,"Amity University, Jaipur",Hotel-Management,4,"Gemini, Midjourney",3.0,"Assignments, Coding Help",5,-3,False,Other,1,False,Rajasthan,Laptop,Poor,Gemini,2,True,Medium (1-3h)
Prisha,Atal Bihari Vajpayee Hindi Vishwavidyalaya,Law,4,"ChatGPT, Copilot",4.1,"Doubt Solving, Resume Writing",5,-1,False,Other,5,False,Madhya Pradesh,Laptop,Medium,ChatGPT,2,False,High (3h+)
Ishita,Sam Higginbottom University Of Agriculture Technology And,Commerce,2,"Gemini, Midjourney",3.9,"Assignments, Coding Help",4,2,False,Gemini,8,True,Uttar Pradesh,Mobile,High,Gemini,2,True,High (3h+)
Rakhi,"City College Of Commerce And Business Administration,",Commerce,4,Gemini,2.2,Content Writing,4,-1,True,ChatGPT,2,False,West Bengal,Mobile,High,Gemini,1,False,Medium (1-3h)
Ramya,Leo Academy Of Hospitality And Tourism Management,Hotel-Management,2,Gemini,3.2,Learning new topics,1,-2,False,Gemini,9,True,Telangana,Tablet,High,Gemini,1,True,High (3h+)
Sneha,"Great Eastern Medical School And Hospital, Srikakulam",Medical,4,Copilot,0.7,"Doubt Solving, Resume Writing",5,-1,False,Gemini,1,True,Andhra Pradesh,Mobile,Poor,Copilot,1,False,Low (<1h)
Divya,Maulana Abul Kalam Azad University Of Technology,Engineering,1,ChatGPT,2.2,Content Writing,4,2,True,Gemini,2,False,West Bengal,Mobile,High,ChatGPT,1,False,Medium (1-3h)
Neha,Indian Institute Of Technology,Engineering,3,"ChatGPT, Copilot",3.8,"Exam Prep, Notes",3,1,True,Gemini,7,False,Goa,Laptop,High,ChatGPT,2,False,High (3h+)
Pooja,"Anand Niketan College Of Agriculture, Chandrapur",Agriculture,3,Gemini,4.0,Content Writing,2,-2,True,Gemini,10,True,Maharashtra,Mobile,High,Gemini,1,False,High (3h+)
Kavya,Punjab Engineering College University Of Technology,Management,3,"Gemini, Midjourney",2.1,"Assignments, Coding Help",1,0,False,Copilot,2,False,Chandigarh,Mobile,Medium,Gemini,2,True,Medium (1-3h)
Aishwarya,"Sophia Polytechnic, Mumbai",Hotel-Management,4,ChatGPT,1.2,Learning new topics,3,-1,False,ChatGPT,6,False,Maharashtra,Laptop,High,ChatGPT,1,True,Medium (1-3h)
Shreya,"Amity University, Raipur",Commerce,3,Copilot,3.6,Content Writing,1,0,False,Other,4,True,Chhattisgarh,Mobile,High,Copilot,1,False,High (3h+)
Nandini,"Tsr And Tbk Degree And Pg College,",Commerce,3,ChatGPT,3.2,Learning new topics,3,-2,True,Gemini,1,True,Andhra Pradesh,Mobile,Medium,ChatGPT,1,True,High (3h+)
Aarav,"University College Of Engineering And Technology, Vinoba",Engineering,3,Copilot,4.4,"Assignments, Coding Help",1,-2,True,Gemini,4,False,Jharkhand,Tablet,High,Copilot,1,True,High (3h+)
Vivaan,Swosti Institute Of Management And Social Studies,Hotel-Management,1,"ChatGPT, Copilot",2.6,"Doubt Solving, Resume Writing",1,-2,True,Copilot,7,False,Orissa,Mobile,Poor,ChatGPT,2,False,Medium (1-3h)
Aditya,"Government Law College, Tiruchirappalli",Law,4,Copilot,4.5,"Exam Prep, Notes",3,-1,True,ChatGPT,3,False,Tamil Nadu,Laptop,Poor,Copilot,1,False,High (3h+)
Vihaan,"Dina Institute Of Hotel Management Hadapsar, Pune",Hotel-Management,1,Gemini,3.4,"Assignments, Coding Help",5,-2,True,Copilot,8,True,Maharashtra,Mobile,Poor,Gemini,1,True,High (3h+)
Arjun,St. Joseph'S Institute Of Hotel Management &,Hotel-Management,4,ChatGPT,3.0,"Exam Prep, Notes",2,-1,False,ChatGPT,6,True,Kerala,Tablet,Medium,ChatGPT,1,False,Medium (1-3h)
Sai,Gupta College Of Technological Sciences,Pharmacy,1,"ChatGPT, Copilot",3.1,Learning new topics,5,-3,True,Gemini,6,True,West Bengal,Mobile,Poor,ChatGPT,2,True,High (3h+)
Reyansh,"Akal College Of Economics, Commerce And Management,",Science,3,"ChatGPT, Copilot",3.6,"Exam Prep, Notes",5,2,False,ChatGPT,7,True,Himachal Pradesh,Laptop,Poor,ChatGPT,2,False,High (3h+)
Ayaan,Bhargava Degree College,Science,3,ChatGPT,4.1,"Doubt Solving, Resume Writing",4,-2,True,Other,3,True,Jammu,Laptop,Medium,ChatGPT,1,False,High (3h+)
Krishna,Don Bosco College Of Engineering And Technology,Engineering,4,Copilot,3.3,"Doubt Solving, Resume Writing",5,-2,True,Other,7,True,Assam,Tablet,Medium,Copilot,1,False,High (3h+)
Ishaan,Apex Professional University,Hotel-Management,2,Gemini,0.9,"Doubt Solving, Resume Writing",4,-1,False,Gemini,1,True,Arunachal Pradesh,Mobile,High,Gemini,1,False,Low (<1h)
Rudra,"Kle University, Belgaum",Medical,4,Copilot,1.6,"Doubt Solving, Resume Writing",4,-2,False,Gemini,5,False,Karnataka,Laptop,Medium,Copilot,1,False,Medium (1-3h)
Dhruv,"Rayat Bahra Hoshiarpur Campus, Hoshiarpur",Medical,2,ChatGPT,3.7,Content Writing,5,3,True,Other,9,False,Punjab,Tablet,Poor,ChatGPT,1,False,High (3h+)
Kabir,"Arcade Business College, Patna",Management,1,"ChatGPT, Copilot",1.1,Learning new topics,4,-1,False,Other,6,True,Bihar,Mobile,High,ChatGPT,2,True,Medium (1-3h)
Atharv,"Kanak Manjari Institute Of Pharmaceutical Sciences, Rourkela",Pharmacy,3,"ChatGPT, Gemini, Copilot",3.0,"Exam Prep, Notes",4,-2,False,ChatGPT,3,True,Orissa,Mobile,Poor,ChatGPT,3,False,Medium (1-3h)
Om,Lm Thapar School Of Management,Science,2,Copilot,2.0,"Doubt Solving, Resume Writing",5,-2,False,Gemini,9,True,Chandigarh,Tablet,High,Copilot,1,False,Medium (1-3h)
Anaya,Rungta College Of Pharmaceutical Sciences And Research,Pharmacy,2,Gemini,3.8,"Assignments, Coding Help",4,-2,True,Copilot,10,False,Chhattisgarh,Tablet,High,Gemini,1,True,High (3h+)
Siya,"School Of Law, Christ University",Law,1,"ChatGPT, Gemini, Copilot",3.5,Content Writing,3,3,True,ChatGPT,6,True,Karnataka,Tablet,Medium,ChatGPT,3,False,High (3h+)
Diya,Shaheed Rajguru College Of Applied Sciences For,Science,1,"ChatGPT, Copilot",4.0,"Exam Prep, Notes",5,-1,False,ChatGPT,4,False,Delhi Ncr,Tablet,Poor,ChatGPT,2,False,High (3h+)
Myra,"Patkai Christian College, Dimapur",Arts,1,"ChatGPT, Gemini, Copilot",3.9,"Exam Prep, Notes",2,0,True,Gemini,8,False,Nagaland,Tablet,Medium,ChatGPT,3,False,High (3h+)
Aadhya,Raipur Institute Of Technology,Engineering,4,"ChatGPT, Copilot",2.3,"Doubt Solving, Resume Writing",3,-2,False,Copilot,3,True,Chhattisgarh,Laptop,High,ChatGPT,2,False,Medium (1-3h)
Riya,"Kalasalingam Academy Of Research And Education, Krishnankovil",Hotel-Management,1,Copilot,1.3,Learning new topics,1,-3,False,Copilot,7,True,Tamil Nadu,Laptop,Poor,Copilot,1,True,Medium (1-3h)
Pari,"Ethiraj College For Women, Chennai",Arts,2,"ChatGPT, Copilot",4.4,Content Writing,3,2,False,ChatGPT,10,True,Tamil Nadu,Laptop,Medium,ChatGPT,2,False,High (3h+)
Anika,"Amity University, Lucknow",Agriculture,2,Gemini,0.8,Content Writing,4,-3,True,Gemini,8,False,Uttar Pradesh,Laptop,High,Gemini,1,False,Low (<1h)
Ira,"Iikm Business School, Chennai",Management,1,"ChatGPT, Copilot",1.3,"Exam Prep, Notes",2,-3,False,Other,3,False,Tamil Nadu,Mobile,Medium,ChatGPT,2,False,Medium (1-3h)
Meera,Baddi University Of Emerging Sciences And Technologies,Science,2,Gemini,1.3,"Assignments, Coding Help",2,0,False,ChatGPT,2,True,Himachal Pradesh,Tablet,High,Gemini,1,True,Medium (1-3h)
Saanvi,"Nagaland University, Zunhebotto",Agriculture,1,ChatGPT,3.8,Content Writing,4,-2,False,Other,5,False,Nagaland,Mobile,Medium,ChatGPT,1,False,High (3h+)
Navya,Mar Athanasios College For Advanced Studies Tiruvalla,Management,3,ChatGPT,4.4,"Doubt Solving, Resume Writing",2,1,False,ChatGPT,1,False,Kerala,Mobile,Medium,ChatGPT,1,False,High (3h+)
Aarohi,Pimpri Chinchwad College Of Engineering,Engineering,1,"Gemini, Midjourney",1.2,Content Writing,4,3,True,Other,5,False,Maharashtra,Laptop,High,Gemini,2,False,Medium (1-3h)
Prisha,"Yashwantrao Chavan Maharashtra Open University- [Ycmou], Nashik",Medical,1,"Gemini, Midjourney",4.2,"MCQ Practice, Projects",2,2,True,Copilot,1,True,Maharashtra,Laptop,Medium,Gemini,2,False,High (3h+)
Ishita,"Kolhan University, Chaibasa",Law,3,Copilot,4.0,Learning new topics,4,3,False,Copilot,10,True,Jharkhand,Mobile,High,Copilot,1,True,High (3h+)
Rakhi,Maulana Azad National Institute Of Technology,Science,3,Copilot,2.5,"Exam Prep, Notes",2,2,True,Gemini,7,False,Madhya Pradesh,Mobile,Medium,Copilot,1,False,Medium (1-3h)
Ramya,Lm College Of Pharmacy,Science,3,ChatGPT,1.5,"Doubt Solving, Resume Writing",1,3,False,Copilot,2,True,Gujarat,Tablet,Poor,ChatGPT,1,False,Medium (1-3h)
Sneha,Sri Ramachandra Institute Of Higher Education And,Pharmacy,3,ChatGPT,1.5,Learning new topics,1,-3,True,ChatGPT,7,True,Tamil Nadu,Mobile,Medium,ChatGPT,1,True,Medium (1-3h)
Divya,"Government Degree College For Boys, Udhampur",Commerce,1,"ChatGPT, Copilot",4.4,"Doubt Solving, Resume Writing",3,1,True,ChatGPT,5,True,Jammu,Tablet,Poor,ChatGPT,2,False,High (3h+)
Neha,"Indus University, Ahmedabad",Medical,1,ChatGPT,3.6,"Doubt Solving, Resume Writing",1,-2,False,Copilot,10,True,Gujarat,Mobile,High,ChatGPT,1,False,High (3h+)
Pooja,"Newman College, Thodupuzha",Science,3,"ChatGPT, Copilot",2.1,"Exam Prep, Notes",4,-3,True,ChatGPT,6,False,Kerala,Mobile,Poor,ChatGPT,2,False,Medium (1-3h)
Kavya,International Institute Of Information Technology,Science,1,Gemini,0.6,"Doubt Solving, Resume Writing",4,1,False,ChatGPT,3,True,Telangana,Laptop,High,Gemini,1,False,Low (<1h)
Aishwarya,"Dev Samaj College For Women, Chandigarh",Arts,4,Copilot,4.1,"Exam Prep, Notes",1,0,True,ChatGPT,8,True,Chandigarh,Mobile,Poor,Copilot,1,False,High (3h+)
Shreya,Poomulli Neelakandan Namboodiripad Memorial Ayurveda Medical College,Medical,1,"Gemini, Midjourney",3.0,"Exam Prep, Notes",2,3,False,Other,8,False,Kerala,Laptop,Medium,Gemini,2,False,Medium (1-3h)
Nandini,"Periyar University, Salem",Law,1,"Gemini, Midjourney",1.1,"MCQ Practice, Projects",5,-1,False,Other,2,False,Tamil Nadu,Laptop,High,Gemini,2,False,Medium (1-3h)
Aarav,"Dav Pg College, Dehradun",Law,2,Copilot,3.5,"Exam Prep, Notes",2,1,False,Gemini,9,False,Uttarakhand,Tablet,High,Copilot,1,False,High (3h+)
Vivaan,"Govt Engineering College, Bilaspur",Engineering,2,Copilot,4.4,"Assignments, Coding Help",5,-1,True,ChatGPT,4,False,Chhattisgarh,Mobile,High,Copilot,1,True,High (3h+)
Aditya,"Amity University, Ranchi",Arts,3,"ChatGPT, Copilot",3.9,"Doubt Solving, Resume Writing",5,-3,False,ChatGPT,9,False,Jharkhand,Mobile,Medium,ChatGPT,2,False,High (3h+)
Vihaan,Dantuluri Narayana Raju College,Agriculture,1,"Gemini, Midjourney",2.4,"Exam Prep, Notes",3,-3,False,Gemini,10,True,Andhra Pradesh,Mobile,Medium,Gemini,2,False,Medium (1-3h)
Arjun,Aryabhatta Knowledge University,Pharmacy,4,Copilot,1.4,Content Writing,4,-2,True,Other,7,True,Bihar,Laptop,Medium,Copilot,1,False,Medium (1-3h)
Sai,Bhilai Institute Of Technology,Management,1,Copilot,4.1,Content Writing,4,-3,True,ChatGPT,5,True,Chhattisgarh,Laptop,High,Copilot,1,False,High (3h+)
Reyansh,University Of Kashmir,Arts,3,ChatGPT,1.3,Content Writing,4,0,False,ChatGPT,8,True,Jammu,Mobile,High,ChatGPT,1,False,Medium (1-3h)
Ayaan,Academy Of Maritime Education And Training University,Law,2,"Gemini, Midjourney",4.4,Content Writing,1,0,False,Copilot,10,True,Tamil Nadu,Mobile,High,Gemini,2,False,High (3h+)
Krishna,Nehru College Of Engineering And Research Centre,Management,2,Gemini,1.9,"Doubt Solving, Resume Writing",3,2,False,Gemini,10,True,Kerala,Laptop,Medium,Gemini,1,False,Medium (1-3h)
Ishaan,"Umshyrpi College, Shillong",Commerce,3,"ChatGPT, Copilot",1.0,"Assignments, Coding Help",2,3,True,Other,2,True,Meghalaya,Laptop,Medium,ChatGPT,2,True,Low (<1h)
Rudra,Apex Professional University,Agriculture,1,Gemini,1.0,"Assignments, Coding Help",1,-3,True,Other,6,True,Arunachal Pradesh,Tablet,High,Gemini,1,True,Low (<1h)
Dhruv,"Uka Tarsadia University, Bardoli",Medical,3,Copilot,1.6,"Assignments, Coding Help",3,-2,True,Gemini,4,True,Gujarat,Mobile,Poor,Copilot,1,True,Medium (1-3h)
Kabir,Bhagalpur College Of Engineering,Engineering,1,Copilot,1.3,"Doubt Solving, Resume Writing",1,2,False,ChatGPT,3,False,Bihar,Mobile,High,Copilot,1,False,Medium (1-3h)
Atharv,"Disha College Of Management Studies- [Dcms], Raipur",Commerce,1,ChatGPT,2.4,"MCQ Practice, Projects",4,-3,True,Copilot,6,True,Chhattisgarh,Mobile,Poor,ChatGPT,1,False,Medium (1-3h)
Om,Annamalai University,Agriculture,2,"ChatGPT, Copilot",1.4,"Exam Prep, Notes",3,2,False,Other,1,True,Tamil Nadu,Laptop,Poor,ChatGPT,2,False,Medium (1-3h)
Anaya,Vardhaman College Of Engineering,Engineering,4,Gemini,4.1,"Exam Prep, Notes",2,1,False,ChatGPT,10,False,Telangana,Tablet,Medium,Gemini,1,False,High (3h+)
Siya,"St Bede'S College, Shimla",Science,2,Gemini,4.5,"Exam Prep, Notes",3,2,True,Copilot,2,True,Himachal Pradesh,Tablet,Medium,Gemini,1,False,High (3h+)
Diya,Alwar School Of Business,Medical,3,Gemini,2.9,"Exam Prep, Notes",1,-3,True,Other,8,False,Andhra Pradesh,Tablet,High,Gemini,1,False,Medium (1-3h)
Myra,Mangalayatan University,Medical,3,"ChatGPT, Copilot",1.2,"Assignments, Coding Help",4,-1,False,Copilot,9,True,Uttar Pradesh,Mobile,Medium,ChatGPT,2,True,Medium (1-3h)
Aadhya,Sardar Bhagwan Singh Post Graduate Institute Of,Pharmacy,1,"ChatGPT, Gemini, Copilot",2.9,"Assignments, Coding Help",1,3,True,Gemini,3,True,Uttarakhand,Tablet,Poor,ChatGPT,3,True,Medium (1-3h)
